words@lgp1960m	@lgp1960m	157.044	157.355	/
words@lgp1960m	@lgp1960m	157.355	157.666	тут
words@lgp1960m	@lgp1960m	157.666	157.977	сам
words@lgp1960m	@lgp1960m	157.977	158.288	снимал
words@lgp1960m	@lgp1960m	158.288	158.599	/
words@lgp1960m	@lgp1960m	158.599	158.91	Здесь
words@lgp1960m	@lgp1960m	158.91	159.221	вот
words@lgp1960m	@lgp1960m	159.221	159.532	в
words@lgp1960m	@lgp1960m	159.532	159.843	Ельцин
words@lgp1960m	@lgp1960m	159.843	160.154	Центре
words@lgp1960m	@lgp1960m	160.154	160.465	выступал
words@lgp1960m	@lgp1960m	160.465	160.776	/
words@lgp1960m	@lgp1960m	160.776	161.087	тут
words@lgp1960m	@lgp1960m	161.087	161.398	в
words@lgp1960m	@lgp1960m	161.398	161.709	"Пиотровском"
words@lgp1960m	@lgp1960m	161.709	162.02	книжки
words@lgp1960m	@lgp1960m	162.02	162.331	подписывал
words@lgp1960m	@lgp1960m	162.331	162.642	/
words@lgp1960m	@lgp1960m	162.642	162.953	У
words@lgp1960m	@lgp1960m	162.953	163.264	меня
words@lgp1960m	@lgp1960m	163.264	163.575	такой
words@lgp1960m	@lgp1960m	163.575	163.886	вот
words@lgp1960m	@lgp1960m	163.886	164.197	/
words@lgp1960m	@lgp1960m	164.197	164.508	/
words@lgp1960m	@lgp1960m	164.508	164.819	"показывает
words@lgp1960m	@lgp1960m	164.819	165.13	руками
words@lgp1960m	@lgp1960m	165.13	165.441	клубок"
words@lgp1960m	@lgp1960m	165.441	165.752	Но
words@lgp1960m	@lgp1960m	165.752	166.063	Екатеринбург
words@lgp1960m	@lgp1960m	166.063	166.374	также
words@lgp1960m	@lgp1960m	166.374	166.685	как
words@lgp1960m	@lgp1960m	166.685	166.996	Новосибирск
words@lgp1960m	@lgp1960m	166.996	167.307	и
words@lgp1960m	@lgp1960m	167.307	167.618	Пермь
words@lgp1960m	@lgp1960m	167.618	167.929	вот
words@lgp1960m	@lgp1960m	167.929	168.24	наверное
words@lgp1960m	@lgp1960m	168.24	168.551	из
words@lgp1960m	@lgp1960m	168.551	168.862	русских
words@lgp1960m	@lgp1960m	168.862	169.173	/
words@lgp1960m	@lgp1960m	169.173	169.484	миллионников
words@lgp1960m	@lgp1960m	169.484	169.795	/
words@lgp1960m	@lgp1960m	169.795	170.106	для
words@lgp1960m	@lgp1960m	170.106	170.417	меня
words@lgp1960m	@lgp1960m	170.417	170.728	какой-то
words@lgp1960m	@lgp1960m	170.728	171.039	город
words@lgp1960m	@lgp1960m	171.039	171.35	/
words@lgp1960m	@lgp1960m	171.35	171.661	в
words@lgp1960m	@lgp1960m	171.661	171.972	котором
words@lgp1960m	@lgp1960m	171.972	172.283	я
words@lgp1960m	@lgp1960m	172.283	172.594	всегда
words@lgp1960m	@lgp1960m	172.594	172.905	чувствую
words@lgp1960m	@lgp1960m	172.905	173.216	/
words@lgp1960m	@lgp1960m	173.216	173.527	очень
words@lgp1960m	@lgp1960m	173.527	173.838	/
words@lgp1960m	@lgp1960m	173.838	174.149	такую
